,title,id,price,location,mileage,year,fuel_type,transmission,body type,color,doors,engine_size,co2_transmission,review_count,rating
519,Nissan Qashqai,1127602,"21,900",Bristol Street Motors Ford Birmingham,"8,223",2019,Petrol,Automatic,Hatchback,Blue,5,1.3 L,131 g/km,100,4.5
520,Ford Fiesta,1131513,"10,200",Bristol Street Motors Ford Birmingham,"30,781",2016,Petrol,Manual,Hatchback,White,3,1.0 L,99 g/km,373,4.0
521,Ford Fiesta,1128402,"11,350",Bristol Street Motors Ford Birmingham,"20,986",2019,Petrol,Manual,Hatchback,Race red (standard colour),5,1.1 L,114 g/km,373,4.0
522,Peugeot 208,1130376,"11,850",Bristol Street Motors Ford Birmingham,"16,201",2019,Petrol,Manual,Hatchback,Black,5,1.2 L,110 g/km,24,4.5
523,Vauxhall Astra,1129335,"11,950",Bristol Street Motors Ford Birmingham,"50,071",2019,Petrol,Manual,Estate,Black,5,1.4 L,125 g/km,368,4.0
524,Ford Fiesta,1127601,"13,150",Bristol Street Motors Ford Birmingham,"15,606",2019,Petrol,Manual,Hatchback,Blue,5,1.0 L,113 g/km,373,4.0
525,Peugeot 3008,1130484,"15,500",Bristol Street Motors Ford Birmingham,"55,924",2018,Diesel,Manual,Estate,Black,5,1.6 L,104 g/km,28,4.5
526,Ford Focus,1128401,"15,850",Bristol Street Motors Ford Birmingham,"45,648",2020,Petrol,Automatic,Hatchback,Grey,5,1.0 L,134 g/km,620,4.0
527,Jaguar XJ,1127247,"16,000",Bristol Street Motors Ford Birmingham,"39,139",2011,Diesel,Automatic,Saloon,Red,4,3.0 L,184 g/km,39,4.5
528,SEAT Ibiza,1129829,"16,350",Bristol Street Motors Ford Birmingham,"14,178",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,107 g/km,47,4.0
529,Audi A3,1127254,"16,650",Bristol Street Motors Ford Birmingham,"41,941",2018,Petrol,Manual,Hatchback,White,5,1.0 L,108 g/km,76,4.5
530,BMW 1 Series,1127015,"17,000",Bristol Street Motors Ford Birmingham,"14,304",2018,Petrol,Manual,Hatchback,White,5,1.5 L,126 g/km,31,4.0
531,Ford Fiesta,1131512,"17,450",Bristol Street Motors Ford Birmingham,"11,867",2020,Petrol,Manual,Hatchback,Silver,5,1.0 L,121 g/km,373,4.0
532,Ford Puma,1127249,"18,650",Bristol Street Motors Ford Birmingham,"20,391",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,133 g/km,9,4.0
533,Volkswagen Golf,1126690,"19,100",Bristol Street Motors Ford Birmingham,"32,945",2019,Petrol,Manual,Hatchback,White,5,1.5 L,120 g/km,157,4.5
534,Ford S-MAX,1130488,"19,240",Bristol Street Motors Ford Birmingham,"48,535",2019,Diesel,Automatic,Estate,Grey,5,2.0 L,139 g/km,25,4.5
535,Kia Sportage,1126691,"19,350",Bristol Street Motors Ford Birmingham,"14,877",2016,Diesel,Automatic,Estate,Black,5,2.0 L,166 g/km,45,4.5
536,Audi A3,1127497,"19,450",Bristol Street Motors Ford Birmingham,"23,150",2018,Petrol,Manual,Hatchback,Grey,5,1.0 L,118 g/km,76,4.5
537,Ford Puma,1130754,"21,150",Bristol Street Motors Ford Birmingham,"10,184",2021,Petrol,Manual,Hatchback,Blue,5,1.0 L,127 g/km,9,4.0
538,Ford Puma,1131259,"21,700",Bristol Street Motors Ford Birmingham,"23,661",2021,Petrol,Automatic,Hatchback,Desert island blue (exclusive paint),5,1.0 L,139 g/km,9,4.0
539,Nissan Qashqai,1127602,"21,900",Bristol Street Motors Ford Birmingham,"8,223",2019,Petrol,Automatic,Hatchback,Blue,5,1.3 L,131 g/km,100,4.5
540,Ford Fiesta,1131513,"10,200",Bristol Street Motors Ford Birmingham,"30,781",2016,Petrol,Manual,Hatchback,White,3,1.0 L,99 g/km,373,4.0
541,Ford Fiesta,1128402,"11,350",Bristol Street Motors Ford Birmingham,"20,986",2019,Petrol,Manual,Hatchback,Race red (standard colour),5,1.1 L,114 g/km,373,4.0
542,Peugeot 208,1130376,"11,850",Bristol Street Motors Ford Birmingham,"16,201",2019,Petrol,Manual,Hatchback,Black,5,1.2 L,110 g/km,24,4.5
543,Vauxhall Astra,1129335,"11,950",Bristol Street Motors Ford Birmingham,"50,071",2019,Petrol,Manual,Estate,Black,5,1.4 L,125 g/km,368,4.0
544,Ford Fiesta,1127601,"13,150",Bristol Street Motors Ford Birmingham,"15,606",2019,Petrol,Manual,Hatchback,Blue,5,1.0 L,113 g/km,373,4.0
545,Peugeot 3008,1130484,"15,500",Bristol Street Motors Ford Birmingham,"55,924",2018,Diesel,Manual,Estate,Black,5,1.6 L,104 g/km,28,4.5
546,Ford Focus,1128401,"15,850",Bristol Street Motors Ford Birmingham,"45,648",2020,Petrol,Automatic,Hatchback,Grey,5,1.0 L,134 g/km,620,4.0
547,Jaguar XJ,1127247,"16,000",Bristol Street Motors Ford Birmingham,"39,139",2011,Diesel,Automatic,Saloon,Red,4,3.0 L,184 g/km,39,4.5
548,SEAT Ibiza,1129829,"16,350",Bristol Street Motors Ford Birmingham,"14,178",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,107 g/km,47,4.0
549,Audi A3,1127254,"16,650",Bristol Street Motors Ford Birmingham,"41,941",2018,Petrol,Manual,Hatchback,White,5,1.0 L,108 g/km,76,4.5
550,BMW 1 Series,1127015,"17,000",Bristol Street Motors Ford Birmingham,"14,304",2018,Petrol,Manual,Hatchback,White,5,1.5 L,126 g/km,31,4.0
551,Ford Fiesta,1131512,"17,450",Bristol Street Motors Ford Birmingham,"11,867",2020,Petrol,Manual,Hatchback,Silver,5,1.0 L,121 g/km,373,4.0
552,Ford Puma,1127249,"18,650",Bristol Street Motors Ford Birmingham,"20,391",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,133 g/km,9,4.0
553,Volkswagen Golf,1126690,"19,100",Bristol Street Motors Ford Birmingham,"32,945",2019,Petrol,Manual,Hatchback,White,5,1.5 L,120 g/km,157,4.5
554,Ford S-MAX,1130488,"19,240",Bristol Street Motors Ford Birmingham,"48,535",2019,Diesel,Automatic,Estate,Grey,5,2.0 L,139 g/km,25,4.5
555,Kia Sportage,1126691,"19,350",Bristol Street Motors Ford Birmingham,"14,877",2016,Diesel,Automatic,Estate,Black,5,2.0 L,166 g/km,45,4.5
556,Audi A3,1127497,"19,450",Bristol Street Motors Ford Birmingham,"23,150",2018,Petrol,Manual,Hatchback,Grey,5,1.0 L,118 g/km,76,4.5
557,Ford Puma,1130754,"21,150",Bristol Street Motors Ford Birmingham,"10,184",2021,Petrol,Manual,Hatchback,Blue,5,1.0 L,127 g/km,9,4.0
558,Ford Puma,1131259,"21,700",Bristol Street Motors Ford Birmingham,"23,661",2021,Petrol,Automatic,Hatchback,Desert island blue (exclusive paint),5,1.0 L,139 g/km,9,4.0
559,Nissan Qashqai,1127602,"21,900",Bristol Street Motors Ford Birmingham,"8,223",2019,Petrol,Automatic,Hatchback,Blue,5,1.3 L,131 g/km,100,4.5
560,Ford Fiesta,1131513,"10,200",Bristol Street Motors Ford Birmingham,"30,781",2016,Petrol,Manual,Hatchback,White,3,1.0 L,99 g/km,373,4.0
561,Ford Fiesta,1128402,"11,350",Bristol Street Motors Ford Birmingham,"20,986",2019,Petrol,Manual,Hatchback,Race red (standard colour),5,1.1 L,114 g/km,373,4.0
562,Peugeot 208,1130376,"11,850",Bristol Street Motors Ford Birmingham,"16,201",2019,Petrol,Manual,Hatchback,Black,5,1.2 L,110 g/km,24,4.5
563,Vauxhall Astra,1129335,"11,950",Bristol Street Motors Ford Birmingham,"50,071",2019,Petrol,Manual,Estate,Black,5,1.4 L,125 g/km,368,4.0
564,Ford Fiesta,1127601,"13,150",Bristol Street Motors Ford Birmingham,"15,606",2019,Petrol,Manual,Hatchback,Blue,5,1.0 L,113 g/km,373,4.0
565,Peugeot 3008,1130484,"15,500",Bristol Street Motors Ford Birmingham,"55,924",2018,Diesel,Manual,Estate,Black,5,1.6 L,104 g/km,28,4.5
566,Ford Focus,1128401,"15,850",Bristol Street Motors Ford Birmingham,"45,648",2020,Petrol,Automatic,Hatchback,Grey,5,1.0 L,134 g/km,620,4.0
567,Jaguar XJ,1127247,"16,000",Bristol Street Motors Ford Birmingham,"39,139",2011,Diesel,Automatic,Saloon,Red,4,3.0 L,184 g/km,39,4.5
568,SEAT Ibiza,1129829,"16,350",Bristol Street Motors Ford Birmingham,"14,178",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,107 g/km,47,4.0
569,Audi A3,1127254,"16,650",Bristol Street Motors Ford Birmingham,"41,941",2018,Petrol,Manual,Hatchback,White,5,1.0 L,108 g/km,76,4.5
570,BMW 1 Series,1127015,"17,000",Bristol Street Motors Ford Birmingham,"14,304",2018,Petrol,Manual,Hatchback,White,5,1.5 L,126 g/km,31,4.0
571,Ford Fiesta,1131512,"17,450",Bristol Street Motors Ford Birmingham,"11,867",2020,Petrol,Manual,Hatchback,Silver,5,1.0 L,121 g/km,373,4.0
572,Ford Puma,1127249,"18,650",Bristol Street Motors Ford Birmingham,"20,391",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,133 g/km,9,4.0
573,Volkswagen Golf,1126690,"19,100",Bristol Street Motors Ford Birmingham,"32,945",2019,Petrol,Manual,Hatchback,White,5,1.5 L,120 g/km,157,4.5
574,Ford S-MAX,1130488,"19,240",Bristol Street Motors Ford Birmingham,"48,535",2019,Diesel,Automatic,Estate,Grey,5,2.0 L,139 g/km,25,4.5
575,Kia Sportage,1126691,"19,350",Bristol Street Motors Ford Birmingham,"14,877",2016,Diesel,Automatic,Estate,Black,5,2.0 L,166 g/km,45,4.5
576,Audi A3,1127497,"19,450",Bristol Street Motors Ford Birmingham,"23,150",2018,Petrol,Manual,Hatchback,Grey,5,1.0 L,118 g/km,76,4.5
577,Ford Puma,1130754,"21,150",Bristol Street Motors Ford Birmingham,"10,184",2021,Petrol,Manual,Hatchback,Blue,5,1.0 L,127 g/km,9,4.0
578,Ford Puma,1131259,"21,700",Bristol Street Motors Ford Birmingham,"23,661",2021,Petrol,Automatic,Hatchback,Desert island blue (exclusive paint),5,1.0 L,139 g/km,9,4.0
579,Nissan Qashqai,1127602,"21,900",Bristol Street Motors Ford Birmingham,"8,223",2019,Petrol,Automatic,Hatchback,Blue,5,1.3 L,131 g/km,100,4.5
580,Ford Fiesta,1131513,"10,200",Bristol Street Motors Ford Birmingham,"30,781",2016,Petrol,Manual,Hatchback,White,3,1.0 L,99 g/km,373,4.0
581,Ford Fiesta,1128402,"11,350",Bristol Street Motors Ford Birmingham,"20,986",2019,Petrol,Manual,Hatchback,Race red (standard colour),5,1.1 L,114 g/km,373,4.0
582,Peugeot 208,1130376,"11,850",Bristol Street Motors Ford Birmingham,"16,201",2019,Petrol,Manual,Hatchback,Black,5,1.2 L,110 g/km,24,4.5
583,Vauxhall Astra,1129335,"11,950",Bristol Street Motors Ford Birmingham,"50,071",2019,Petrol,Manual,Estate,Black,5,1.4 L,125 g/km,368,4.0
584,Ford Fiesta,1127601,"13,150",Bristol Street Motors Ford Birmingham,"15,606",2019,Petrol,Manual,Hatchback,Blue,5,1.0 L,113 g/km,373,4.0
585,Peugeot 3008,1130484,"15,500",Bristol Street Motors Ford Birmingham,"55,924",2018,Diesel,Manual,Estate,Black,5,1.6 L,104 g/km,28,4.5
586,Ford Focus,1128401,"15,850",Bristol Street Motors Ford Birmingham,"45,648",2020,Petrol,Automatic,Hatchback,Grey,5,1.0 L,134 g/km,620,4.0
587,Jaguar XJ,1127247,"16,000",Bristol Street Motors Ford Birmingham,"39,139",2011,Diesel,Automatic,Saloon,Red,4,3.0 L,184 g/km,39,4.5
588,SEAT Ibiza,1129829,"16,350",Bristol Street Motors Ford Birmingham,"14,178",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,107 g/km,47,4.0
589,Audi A3,1127254,"16,650",Bristol Street Motors Ford Birmingham,"41,941",2018,Petrol,Manual,Hatchback,White,5,1.0 L,108 g/km,76,4.5
590,BMW 1 Series,1127015,"17,000",Bristol Street Motors Ford Birmingham,"14,304",2018,Petrol,Manual,Hatchback,White,5,1.5 L,126 g/km,31,4.0
591,Ford Fiesta,1131512,"17,450",Bristol Street Motors Ford Birmingham,"11,867",2020,Petrol,Manual,Hatchback,Silver,5,1.0 L,121 g/km,373,4.0
592,Ford Puma,1127249,"18,650",Bristol Street Motors Ford Birmingham,"20,391",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,133 g/km,9,4.0
593,Volkswagen Golf,1126690,"19,100",Bristol Street Motors Ford Birmingham,"32,945",2019,Petrol,Manual,Hatchback,White,5,1.5 L,120 g/km,157,4.5
594,Ford S-MAX,1130488,"19,240",Bristol Street Motors Ford Birmingham,"48,535",2019,Diesel,Automatic,Estate,Grey,5,2.0 L,139 g/km,25,4.5
595,Kia Sportage,1126691,"19,350",Bristol Street Motors Ford Birmingham,"14,877",2016,Diesel,Automatic,Estate,Black,5,2.0 L,166 g/km,45,4.5
596,Audi A3,1127497,"19,450",Bristol Street Motors Ford Birmingham,"23,150",2018,Petrol,Manual,Hatchback,Grey,5,1.0 L,118 g/km,76,4.5
597,Ford Puma,1130754,"21,150",Bristol Street Motors Ford Birmingham,"10,184",2021,Petrol,Manual,Hatchback,Blue,5,1.0 L,127 g/km,9,4.0
598,Ford Puma,1131259,"21,700",Bristol Street Motors Ford Birmingham,"23,661",2021,Petrol,Automatic,Hatchback,Desert island blue (exclusive paint),5,1.0 L,139 g/km,9,4.0
599,Nissan Qashqai,1127602,"21,900",Bristol Street Motors Ford Birmingham,"8,223",2019,Petrol,Automatic,Hatchback,Blue,5,1.3 L,131 g/km,100,4.5
600,Ford Fiesta,1131513,"10,200",Bristol Street Motors Ford Birmingham,"30,781",2016,Petrol,Manual,Hatchback,White,3,1.0 L,99 g/km,373,4.0
601,Ford Fiesta,1128402,"11,350",Bristol Street Motors Ford Birmingham,"20,986",2019,Petrol,Manual,Hatchback,Race red (standard colour),5,1.1 L,114 g/km,373,4.0
602,Peugeot 208,1130376,"11,850",Bristol Street Motors Ford Birmingham,"16,201",2019,Petrol,Manual,Hatchback,Black,5,1.2 L,110 g/km,24,4.5
603,Vauxhall Astra,1129335,"11,950",Bristol Street Motors Ford Birmingham,"50,071",2019,Petrol,Manual,Estate,Black,5,1.4 L,125 g/km,368,4.0
604,Ford Fiesta,1127601,"13,150",Bristol Street Motors Ford Birmingham,"15,606",2019,Petrol,Manual,Hatchback,Blue,5,1.0 L,113 g/km,373,4.0
605,Peugeot 3008,1130484,"15,500",Bristol Street Motors Ford Birmingham,"55,924",2018,Diesel,Manual,Estate,Black,5,1.6 L,104 g/km,28,4.5
606,Ford Focus,1128401,"15,850",Bristol Street Motors Ford Birmingham,"45,648",2020,Petrol,Automatic,Hatchback,Grey,5,1.0 L,134 g/km,620,4.0
607,Jaguar XJ,1127247,"16,000",Bristol Street Motors Ford Birmingham,"39,139",2011,Diesel,Automatic,Saloon,Red,4,3.0 L,184 g/km,39,4.5
608,SEAT Ibiza,1129829,"16,350",Bristol Street Motors Ford Birmingham,"14,178",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,107 g/km,47,4.0
609,Audi A3,1127254,"16,650",Bristol Street Motors Ford Birmingham,"41,941",2018,Petrol,Manual,Hatchback,White,5,1.0 L,108 g/km,76,4.5
610,BMW 1 Series,1127015,"17,000",Bristol Street Motors Ford Birmingham,"14,304",2018,Petrol,Manual,Hatchback,White,5,1.5 L,126 g/km,31,4.0
611,Ford Fiesta,1131512,"17,450",Bristol Street Motors Ford Birmingham,"11,867",2020,Petrol,Manual,Hatchback,Silver,5,1.0 L,121 g/km,373,4.0
612,Ford Puma,1127249,"18,650",Bristol Street Motors Ford Birmingham,"20,391",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,133 g/km,9,4.0
613,Volkswagen Golf,1126690,"19,100",Bristol Street Motors Ford Birmingham,"32,945",2019,Petrol,Manual,Hatchback,White,5,1.5 L,120 g/km,157,4.5
614,Ford S-MAX,1130488,"19,240",Bristol Street Motors Ford Birmingham,"48,535",2019,Diesel,Automatic,Estate,Grey,5,2.0 L,139 g/km,25,4.5
615,Kia Sportage,1126691,"19,350",Bristol Street Motors Ford Birmingham,"14,877",2016,Diesel,Automatic,Estate,Black,5,2.0 L,166 g/km,45,4.5
616,Audi A3,1127497,"19,450",Bristol Street Motors Ford Birmingham,"23,150",2018,Petrol,Manual,Hatchback,Grey,5,1.0 L,118 g/km,76,4.5
617,Ford Puma,1130754,"21,150",Bristol Street Motors Ford Birmingham,"10,184",2021,Petrol,Manual,Hatchback,Blue,5,1.0 L,127 g/km,9,4.0
618,Ford Puma,1131259,"21,700",Bristol Street Motors Ford Birmingham,"23,661",2021,Petrol,Automatic,Hatchback,Desert island blue (exclusive paint),5,1.0 L,139 g/km,9,4.0
619,Nissan Qashqai,1127602,"21,900",Bristol Street Motors Ford Birmingham,"8,223",2019,Petrol,Automatic,Hatchback,Blue,5,1.3 L,131 g/km,100,4.5
620,Ford Fiesta,1131513,"10,200",Bristol Street Motors Ford Birmingham,"30,781",2016,Petrol,Manual,Hatchback,White,3,1.0 L,99 g/km,373,4.0
621,Ford Fiesta,1128402,"11,350",Bristol Street Motors Ford Birmingham,"20,986",2019,Petrol,Manual,Hatchback,Race red (standard colour),5,1.1 L,114 g/km,373,4.0
622,Peugeot 208,1130376,"11,850",Bristol Street Motors Ford Birmingham,"16,201",2019,Petrol,Manual,Hatchback,Black,5,1.2 L,110 g/km,24,4.5
623,Vauxhall Astra,1129335,"11,950",Bristol Street Motors Ford Birmingham,"50,071",2019,Petrol,Manual,Estate,Black,5,1.4 L,125 g/km,368,4.0
624,Ford Fiesta,1127601,"13,150",Bristol Street Motors Ford Birmingham,"15,606",2019,Petrol,Manual,Hatchback,Blue,5,1.0 L,113 g/km,373,4.0
625,Peugeot 3008,1130484,"15,500",Bristol Street Motors Ford Birmingham,"55,924",2018,Diesel,Manual,Estate,Black,5,1.6 L,104 g/km,28,4.5
626,Ford Focus,1128401,"15,850",Bristol Street Motors Ford Birmingham,"45,648",2020,Petrol,Automatic,Hatchback,Grey,5,1.0 L,134 g/km,620,4.0
627,Jaguar XJ,1127247,"16,000",Bristol Street Motors Ford Birmingham,"39,139",2011,Diesel,Automatic,Saloon,Red,4,3.0 L,184 g/km,39,4.5
628,SEAT Ibiza,1129829,"16,350",Bristol Street Motors Ford Birmingham,"14,178",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,107 g/km,47,4.0
629,Audi A3,1127254,"16,650",Bristol Street Motors Ford Birmingham,"41,941",2018,Petrol,Manual,Hatchback,White,5,1.0 L,108 g/km,76,4.5
630,BMW 1 Series,1127015,"17,000",Bristol Street Motors Ford Birmingham,"14,304",2018,Petrol,Manual,Hatchback,White,5,1.5 L,126 g/km,31,4.0
631,Ford Fiesta,1131512,"17,450",Bristol Street Motors Ford Birmingham,"11,867",2020,Petrol,Manual,Hatchback,Silver,5,1.0 L,121 g/km,373,4.0
632,Ford Puma,1127249,"18,650",Bristol Street Motors Ford Birmingham,"20,391",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,133 g/km,9,4.0
633,Volkswagen Golf,1126690,"19,100",Bristol Street Motors Ford Birmingham,"32,945",2019,Petrol,Manual,Hatchback,White,5,1.5 L,120 g/km,157,4.5
634,Ford S-MAX,1130488,"19,240",Bristol Street Motors Ford Birmingham,"48,535",2019,Diesel,Automatic,Estate,Grey,5,2.0 L,139 g/km,25,4.5
635,Kia Sportage,1126691,"19,350",Bristol Street Motors Ford Birmingham,"14,877",2016,Diesel,Automatic,Estate,Black,5,2.0 L,166 g/km,45,4.5
636,Audi A3,1127497,"19,450",Bristol Street Motors Ford Birmingham,"23,150",2018,Petrol,Manual,Hatchback,Grey,5,1.0 L,118 g/km,76,4.5
637,Ford Puma,1130754,"21,150",Bristol Street Motors Ford Birmingham,"10,184",2021,Petrol,Manual,Hatchback,Blue,5,1.0 L,127 g/km,9,4.0
638,Ford Puma,1131259,"21,700",Bristol Street Motors Ford Birmingham,"23,661",2021,Petrol,Automatic,Hatchback,Desert island blue (exclusive paint),5,1.0 L,139 g/km,9,4.0
639,Nissan Qashqai,1127602,"21,900",Bristol Street Motors Ford Birmingham,"8,223",2019,Petrol,Automatic,Hatchback,Blue,5,1.3 L,131 g/km,100,4.5
640,Ford Fiesta,1131513,"10,200",Bristol Street Motors Ford Birmingham,"30,781",2016,Petrol,Manual,Hatchback,White,3,1.0 L,99 g/km,373,4.0
641,Ford Fiesta,1128402,"11,350",Bristol Street Motors Ford Birmingham,"20,986",2019,Petrol,Manual,Hatchback,Race red (standard colour),5,1.1 L,114 g/km,373,4.0
642,Peugeot 208,1130376,"11,850",Bristol Street Motors Ford Birmingham,"16,201",2019,Petrol,Manual,Hatchback,Black,5,1.2 L,110 g/km,24,4.5
643,Vauxhall Astra,1129335,"11,950",Bristol Street Motors Ford Birmingham,"50,071",2019,Petrol,Manual,Estate,Black,5,1.4 L,125 g/km,368,4.0
644,Ford Fiesta,1127601,"13,150",Bristol Street Motors Ford Birmingham,"15,606",2019,Petrol,Manual,Hatchback,Blue,5,1.0 L,113 g/km,373,4.0
645,Peugeot 3008,1130484,"15,500",Bristol Street Motors Ford Birmingham,"55,924",2018,Diesel,Manual,Estate,Black,5,1.6 L,104 g/km,28,4.5
646,Ford Focus,1128401,"15,850",Bristol Street Motors Ford Birmingham,"45,648",2020,Petrol,Automatic,Hatchback,Grey,5,1.0 L,134 g/km,620,4.0
647,Jaguar XJ,1127247,"16,000",Bristol Street Motors Ford Birmingham,"39,139",2011,Diesel,Automatic,Saloon,Red,4,3.0 L,184 g/km,39,4.5
648,SEAT Ibiza,1129829,"16,350",Bristol Street Motors Ford Birmingham,"14,178",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,107 g/km,47,4.0
649,Audi A3,1127254,"16,650",Bristol Street Motors Ford Birmingham,"41,941",2018,Petrol,Manual,Hatchback,White,5,1.0 L,108 g/km,76,4.5
650,BMW 1 Series,1127015,"17,000",Bristol Street Motors Ford Birmingham,"14,304",2018,Petrol,Manual,Hatchback,White,5,1.5 L,126 g/km,31,4.0
651,Ford Fiesta,1131512,"17,450",Bristol Street Motors Ford Birmingham,"11,867",2020,Petrol,Manual,Hatchback,Silver,5,1.0 L,121 g/km,373,4.0
652,Ford Puma,1127249,"18,650",Bristol Street Motors Ford Birmingham,"20,391",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,133 g/km,9,4.0
653,Volkswagen Golf,1126690,"19,100",Bristol Street Motors Ford Birmingham,"32,945",2019,Petrol,Manual,Hatchback,White,5,1.5 L,120 g/km,157,4.5
654,Ford S-MAX,1130488,"19,240",Bristol Street Motors Ford Birmingham,"48,535",2019,Diesel,Automatic,Estate,Grey,5,2.0 L,139 g/km,25,4.5
655,Kia Sportage,1126691,"19,350",Bristol Street Motors Ford Birmingham,"14,877",2016,Diesel,Automatic,Estate,Black,5,2.0 L,166 g/km,45,4.5
656,Audi A3,1127497,"19,450",Bristol Street Motors Ford Birmingham,"23,150",2018,Petrol,Manual,Hatchback,Grey,5,1.0 L,118 g/km,76,4.5
657,Ford Puma,1130754,"21,150",Bristol Street Motors Ford Birmingham,"10,184",2021,Petrol,Manual,Hatchback,Blue,5,1.0 L,127 g/km,9,4.0
658,Ford Puma,1131259,"21,700",Bristol Street Motors Ford Birmingham,"23,661",2021,Petrol,Automatic,Hatchback,Desert island blue (exclusive paint),5,1.0 L,139 g/km,9,4.0
659,Nissan Qashqai,1127602,"21,900",Bristol Street Motors Ford Birmingham,"8,223",2019,Petrol,Automatic,Hatchback,Blue,5,1.3 L,131 g/km,100,4.5
660,Ford Fiesta,1131513,"10,200",Bristol Street Motors Ford Birmingham,"30,781",2016,Petrol,Manual,Hatchback,White,3,1.0 L,99 g/km,373,4.0
661,Ford Fiesta,1128402,"11,350",Bristol Street Motors Ford Birmingham,"20,986",2019,Petrol,Manual,Hatchback,Race red (standard colour),5,1.1 L,114 g/km,373,4.0
662,Peugeot 208,1130376,"11,850",Bristol Street Motors Ford Birmingham,"16,201",2019,Petrol,Manual,Hatchback,Black,5,1.2 L,110 g/km,24,4.5
663,Vauxhall Astra,1129335,"11,950",Bristol Street Motors Ford Birmingham,"50,071",2019,Petrol,Manual,Estate,Black,5,1.4 L,125 g/km,368,4.0
664,Ford Fiesta,1127601,"13,150",Bristol Street Motors Ford Birmingham,"15,606",2019,Petrol,Manual,Hatchback,Blue,5,1.0 L,113 g/km,373,4.0
665,Peugeot 3008,1130484,"15,500",Bristol Street Motors Ford Birmingham,"55,924",2018,Diesel,Manual,Estate,Black,5,1.6 L,104 g/km,28,4.5
666,Ford Focus,1128401,"15,850",Bristol Street Motors Ford Birmingham,"45,648",2020,Petrol,Automatic,Hatchback,Grey,5,1.0 L,134 g/km,620,4.0
667,Jaguar XJ,1127247,"16,000",Bristol Street Motors Ford Birmingham,"39,139",2011,Diesel,Automatic,Saloon,Red,4,3.0 L,184 g/km,39,4.5
668,SEAT Ibiza,1129829,"16,350",Bristol Street Motors Ford Birmingham,"14,178",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,107 g/km,47,4.0
669,Audi A3,1127254,"16,650",Bristol Street Motors Ford Birmingham,"41,941",2018,Petrol,Manual,Hatchback,White,5,1.0 L,108 g/km,76,4.5
670,BMW 1 Series,1127015,"17,000",Bristol Street Motors Ford Birmingham,"14,304",2018,Petrol,Manual,Hatchback,White,5,1.5 L,126 g/km,31,4.0
671,Ford Fiesta,1131512,"17,450",Bristol Street Motors Ford Birmingham,"11,867",2020,Petrol,Manual,Hatchback,Silver,5,1.0 L,121 g/km,373,4.0
672,Ford Puma,1127249,"18,650",Bristol Street Motors Ford Birmingham,"20,391",2020,Petrol,Manual,Hatchback,Red,5,1.0 L,133 g/km,9,4.0
673,Volkswagen Golf,1126690,"19,100",Bristol Street Motors Ford Birmingham,"32,945",2019,Petrol,Manual,Hatchback,White,5,1.5 L,120 g/km,157,4.5
674,Ford S-MAX,1130488,"19,240",Bristol Street Motors Ford Birmingham,"48,535",2019,Diesel,Automatic,Estate,Grey,5,2.0 L,139 g/km,25,4.5
675,Kia Sportage,1126691,"19,350",Bristol Street Motors Ford Birmingham,"14,877",2016,Diesel,Automatic,Estate,Black,5,2.0 L,166 g/km,45,4.5
676,Audi A3,1127497,"19,450",Bristol Street Motors Ford Birmingham,"23,150",2018,Petrol,Manual,Hatchback,Grey,5,1.0 L,118 g/km,76,4.5
677,Ford Puma,1130754,"21,150",Bristol Street Motors Ford Birmingham,"10,184",2021,Petrol,Manual,Hatchback,Blue,5,1.0 L,127 g/km,9,4.0
678,Ford Puma,1131259,"21,700",Bristol Street Motors Ford Birmingham,"23,661",2021,Petrol,Automatic,Hatchback,Desert island blue (exclusive paint),5,1.0 L,139 g/km,9,4.0
679,Nissan Qashqai,1127602,"21,900",Bristol Street Motors Ford Birmingham,"8,223",2019,Petrol,Automatic,Hatchback,Blue,5,1.3 L,131 g/km,100,4.5
680,Ford Fiesta,1131513,"10,200",Bristol Street Motors Ford Birmingham,"30,781",2016,Petrol,Manual,Hatchback,White,3,1.0 L,99 g/km,373,4.0
681,Ford Fiesta,1128402,"11,350",Bristol Street Motors Ford Birmingham,"20,986",2019,Petrol,Manual,Hatchback,Race red (standard colour),5,1.1 L,114 g/km,373,4.0
682,Peugeot 208,1130376,"11,850",Bristol Street Motors Ford Birmingham,"16,201",2019,Petrol,Manual,Hatchback,Black,5,1.2 L,110 g/km,24,4.5
683,Vauxhall Astra,1129335,"11,950",Bristol Street Motors Ford Birmingham,"50,071",2019,Petrol,Manual,Estate,Black,5,1.4 L,125 g/km,368,4.0
